strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
split,linear_multi,0.94,0.055319752,0.97825305,5114.195227,4.061654091,0.2,500,normal,"(200, 1000)",999,50,adam,1,0.021745385,5
split,linear_multi,0.906,0.043246324,0.983000468,5158.134981,4.125142097,0.5,500,normal,"(200, 1000)",999,50,adam,1,0.016999497,5
split,linear_multi,0.948,0.05416442,0.978706505,5126.242379,4.74387145,1,500,normal,"(200, 1000)",999,50,adam,1,0.02129124,5
split_resid_norm,linear_multi,0.956,0.115535749,0.954581595,4819.061365,4.926729918,0,500,normal,"(200, 1000)",[[0.8  0.99 0.99 1.   1.  ]],50,adam,1,0.045415411,5
split_resid_norm,linear_multi,0.904,0.455041197,0.821129955,3889.966191,4.168023109,0.2,500,normal,"(200, 1000)",[[0.56 0.96 1.   1.   1.  ]],50,adam,1,0.178870032,5
split_resid_norm,linear_multi,0.944,5.506136148,-1.164379246,2446.449521,4.776795864,0.5,500,normal,"(200, 1000)",[[0.72 1.   1.   1.   1.  ]],50,adam,1,2.1643815,5
split_resid_norm,linear_multi,0.97,1.044548641,0.589400335,3165.929562,4.139212132,1,500,normal,"(200, 1000)",[[0.85 1.   1.   1.   1.  ]],50,adam,1,0.410596777,5
jackknife_plus_ab,linear_multi,0.902,0.041351543,0.98374531,5173.889439,115.5954039,0,500,normal,"(200, 1000)",[[0.9  0.89 0.94 0.94 0.84]],50,adam,1,0.016254686,5
jackknife_plus_ab,linear_multi,0.898,0.040113889,0.984231814,5182.239933,110.5894589,0.2,500,normal,"(200, 1000)",[[0.9  0.9  0.95 0.9  0.84]],50,adam,1,0.015768182,5
jackknife_plus_ab,linear_multi,0.906,0.038105883,0.9850211,5192.152807,114.3745422,0.5,500,normal,"(200, 1000)",[[0.93 0.94 0.95 0.86 0.85]],50,adam,1,0.014978865,5
jackknife_plus_ab,linear_multi,0.914,0.032333594,0.987289944,5221.746809,119.3759673,1,500,normal,"(200, 1000)",[[1.   0.96 0.95 0.9  0.76]],50,adam,1,0.012709863,5
split,linear_multi,0.918,0.082439382,0.973425415,5678.252004,6.054790497,0,500,normal,"(200, 1000)",999,50,adam,1,0.02657427,10
split,linear_multi,0.92,0.080839281,0.973941132,5694.647205,6.753526449,0.2,500,normal,"(200, 1000)",999,50,adam,1,0.026058479,10
split,linear_multi,0.958,0.099011784,0.968080373,5613.698268,5.409137011,0.5,500,normal,"(200, 1000)",999,50,adam,1,0.031916371,10
split,linear_multi,0.97,0.093286493,0.96992442,5625.801046,7.413208485,1,500,normal,"(200, 1000)",999,50,adam,1,0.030070827,10
split_resid_norm,linear_multi,0.916,0.924830103,0.701881565,3965.513816,6.731506348,0,500,normal,"(200, 1000)",[[0.61 0.97 1.   1.   1.  ]],50,adam,1,0.298118255,10
split_resid_norm,linear_multi,0.914,0.249142759,0.919688848,5003.754923,8.032000065,0.2,500,normal,"(200, 1000)",[[0.62 0.95 1.   1.   1.  ]],50,adam,1,0.080310972,10
split_resid_norm,linear_multi,0.976,866.6773874,-278.371165,2094.727542,6.688223839,0.5,500,normal,"(200, 1000)",[[0.88 1.   1.   1.   1.  ]],50,adam,1,279.3727729,10
split_resid_norm,linear_multi,0.974,2224136.52,-716943.7287,2224826.713,7.399244547,1,500,normal,"(200, 1000)",[[0.87 1.   1.   1.   1.  ]],50,adam,1,716948.6547,10
jackknife_plus_ab,linear_multi,0.902,0.05810735,0.981269138,5786.67728,146.4955389,0,500,normal,"(200, 1000)",[[0.94 0.93 0.92 0.92 0.8 ]],50,adam,1,0.018730858,10
jackknife_plus_ab,linear_multi,0.906,0.055505102,0.982107939,5802.161773,154.9698672,0.2,500,normal,"(200, 1000)",[[0.94 0.92 0.94 0.9  0.83]],50,adam,1,0.017892026,10
jackknife_plus_ab,linear_multi,0.904,0.056791173,0.981693394,5798.874903,153.0768175,0.5,500,normal,"(200, 1000)",[[0.97 0.92 0.97 0.91 0.75]],50,adam,1,0.01830659,10
jackknife_plus_ab,linear_multi,0.904,0.053241027,0.982837781,5817.953655,167.3833075,1,500,normal,"(200, 1000)",[[0.96 0.95 0.93 0.89 0.79]],50,adam,1,0.017162203,10
split,poly_multi,0.88,0.043051894,0.982647547,5388.906232,5.299495935,0,500,normal,"(200, 1000)",999,50,adam,1,0.01735206,3
