strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
jackknife_plus_ab,poly_multi,0.92,6.201161735870177,0.679733004242148,5757.979834644307,2.6473445892333984,0.2,300,normal,"(200, 1000)",[[0.81666667 0.93333333 0.98333333 0.93333333 0.93333333]],5,adam,0.5,0.320266723864596,10
jackknife_plus_ab,poly_multi,0.9133333333333332,6.233349650656355,0.6780707706274847,5552.106093040284,2.574294328689575,0.5,300,normal,"(200, 1000)",[[0.98333333 0.93333333 0.9        0.95       0.8       ]],5,adam,0.5,0.3219291088265898,10
jackknife_plus_ab,poly_multi,0.9166666666666666,6.424001347182186,0.6682242611558724,5567.833719938458,2.93479061126709,1.0,300,normal,"(200, 1000)",[[0.91666667 0.9        0.98333333 0.93333333 0.85      ]],5,adam,0.5,0.3317755532262515,10
jackknife_plus_ab,non_linear_multi,0.9166666666666666,0.1659298286123496,0.532892210798918,229.26621141239607,5.282243490219116,0.0,300,normal,"(200, 1000)",[[1.         1.         0.98333333 0.96666667 0.63333333]],5,adam,0.1,0.4671076411754473,3
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.2397020294164441,0.3252168095664342,179.13757097849935,3.8154373168945312,0.2,300,normal,"(200, 1000)",[[1.         0.95       0.95       0.91666667 0.75      ]],5,adam,0.1,0.674783132617239,3
jackknife_plus_ab,non_linear_multi,0.9033333333333332,0.2685931090743928,0.2438858334599328,163.70469274168948,3.6669511795043945,0.5,300,normal,"(200, 1000)",[[0.85       0.86666667 0.9        0.95       0.95      ]],5,adam,0.1,0.7561141638302246,3
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.1898965412102189,0.4654237884577201,220.4888958271119,4.318332195281982,1.0,300,normal,"(200, 1000)",[[1.         0.98333333 0.96666667 0.96666667 0.65      ]],5,adam,0.1,0.5345761288002657,3
jackknife_plus_ab,non_linear_multi,0.9066666666666666,0.6270825507099086,0.596408975327905,673.2415294684592,4.111190319061279,0.0,300,normal,"(200, 1000)",[[0.9        0.85       0.9        0.91666667 0.96666667]],5,adam,0.1,0.4035909981650288,5
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.553592535441985,0.6437071395717409,758.6821016823814,4.31289005279541,0.2,300,normal,"(200, 1000)",[[0.9        0.93333333 0.93333333 0.85       0.95      ]],5,adam,0.1,0.3562927459914241,5
jackknife_plus_ab,non_linear_multi,0.91,0.637942458153878,0.589419494884412,680.8620395641836,4.108080387115479,0.5,300,normal,"(200, 1000)",[[0.8        0.95       0.93333333 0.95       0.91666667]],5,adam,0.1,0.4105804461736356,5
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.5704581765991149,0.6328523968724074,728.7183430612563,4.4616100788116455,1.0,300,normal,"(200, 1000)",[[0.75       0.95       1.         0.98333333 0.88333333]],5,adam,0.1,0.3671474906204899,5
jackknife_plus_ab,non_linear_multi,0.91,1.3912388243268208,0.5502050348443192,1474.0289164849194,5.316967248916626,0.0,300,normal,"(200, 1000)",[[0.91666667 0.91666667 0.93333333 0.91666667 0.86666667]],5,adam,0.1,0.4497949101351746,10
jackknife_plus_ab,non_linear_multi,0.9066666666666666,1.5336008179392764,0.5041786778795494,1288.926550196336,5.3331263065338135,0.2,300,normal,"(200, 1000)",[[0.85       0.95       0.86666667 0.98333333 0.88333333]],5,adam,0.1,0.4958212997125089,10
jackknife_plus_ab,non_linear_multi,0.9066666666666666,1.4115697766264448,0.543631960710452,1460.879094130337,5.359248876571655,0.5,300,normal,"(200, 1000)",[[0.93333333 0.91666667 0.88333333 0.9        0.9       ]],5,adam,0.1,0.456368015128127,10
jackknife_plus_ab,non_linear_multi,0.9033333333333332,1.644280636263051,0.4683953212538006,1234.6446013842206,5.050172090530396,1.0,300,normal,"(200, 1000)",[[0.76666667 0.95       0.88333333 0.95       0.96666667]],5,adam,0.1,0.5316046735418068,10
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.2180542248390016,0.3861573482248383,201.3556246582417,3.656996488571167,0.0,300,normal,"(200, 1000)",[[0.98333333 0.91666667 0.9        0.93333333 0.83333333]],5,adam,0.3,0.6138425831249603,3
jackknife_plus_ab,non_linear_multi,0.9066666666666666,0.2267929077909042,0.3615572091779607,181.8553778547552,4.199529886245728,0.2,300,normal,"(200, 1000)",[[0.96666667 0.95       0.93333333 0.83333333 0.85      ]],5,adam,0.3,0.6384427747528296,3
jackknife_plus_ab,non_linear_multi,0.91,0.2221592827038566,0.3746012661339118,193.30747804190293,3.742923021316528,0.5,300,normal,"(200, 1000)",[[0.91666667 0.91666667 0.95       0.96666667 0.8       ]],5,adam,0.3,0.6253986964059597,3
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.224966060452313,0.3666999023722254,187.20781748263707,3.743209838867188,1.0,300,normal,"(200, 1000)",[[0.98333333 0.86666667 0.85       0.96666667 0.9       ]],5,adam,0.3,0.6333000324366751,3
jackknife_plus_ab,non_linear_multi,0.91,0.6811457521658222,0.5616138115801766,610.0184629223322,4.05225944519043,0.0,300,normal,"(200, 1000)",[[0.93333333 0.98333333 0.88333333 0.93333333 0.81666667]],5,adam,0.3,0.4383861322584393,5
jackknife_plus_ab,non_linear_multi,0.9,0.725459365668611,0.5330935788487456,577.4713045108831,4.088710069656372,0.2,300,normal,"(200, 1000)",[[0.9        0.95       0.9        0.81666667 0.93333333]],5,adam,0.3,0.4669064211512543,5
jackknife_plus_ab,non_linear_multi,0.91,0.5690750558614139,0.6337426239865639,728.2566153942906,4.45785665512085,0.5,300,normal,"(200, 1000)",[[0.91666667 0.93333333 0.91666667 0.91666667 0.86666667]],5,adam,0.3,0.3662573126391706,5
jackknife_plus_ab,non_linear_multi,0.9066666666666666,0.7095165000248145,0.5433544000245809,591.177264742192,4.214349985122681,1.0,300,normal,"(200, 1000)",[[0.96666667 0.93333333 0.95       0.85       0.83333333]],5,adam,0.3,0.4566455758263341,5
jackknife_plus_ab,non_linear_multi,0.9133333333333332,1.4781441056931477,0.5221080574411842,1347.8773473160725,5.514155387878418,0.0,300,normal,"(200, 1000)",[[0.93333333 0.9        0.9        0.93333333 0.9       ]],5,adam,0.3,0.4778918497395975,10
jackknife_plus_ab,non_linear_multi,0.9,1.430060274160889,0.537653908691542,1428.2643829682083,5.321300506591797,0.2,300,normal,"(200, 1000)",[[0.9        0.91666667 0.88333333 0.83333333 0.96666667]],5,adam,0.3,0.4623460913084581,10
jackknife_plus_ab,non_linear_multi,0.9066666666666666,1.4557318366321832,0.5293541325033227,1368.0102031961892,5.508375406265259,0.5,300,normal,"(200, 1000)",[[0.83333333 0.93333333 0.93333333 0.91666667 0.91666667]],5,adam,0.3,0.4706458439698263,10
jackknife_plus_ab,non_linear_multi,0.9066666666666666,1.4209620899488946,0.5405953760024913,1440.6292394029958,5.26886510848999,1.0,300,normal,"(200, 1000)",[[0.9        0.93333333 0.95       0.95       0.8       ]],5,adam,0.3,0.459404599971047,10
jackknife_plus_ab,non_linear_multi,0.9,0.2299863785802159,0.3525673129448861,182.6400680621984,4.167842864990234,0.0,300,normal,"(200, 1000)",[[0.76666667 0.91666667 0.98333333 0.95       0.88333333]],5,adam,0.5,0.6474326870551139,3
jackknife_plus_ab,non_linear_multi,0.9233333333333332,0.2233166884677936,0.3713428983527095,178.82524048663507,4.466285228729248,0.2,300,normal,"(200, 1000)",[[1.         1.         1.         0.83333333 0.78333333]],5,adam,0.5,0.6286568994716575,3
jackknife_plus_ab,non_linear_multi,0.9133333333333332,0.2294037940025395,0.35420727883593,180.01320417353045,3.8852427005767822,0.5,300,normal,"(200, 1000)",[[0.73333333 1.         0.98333333 0.93333333 0.91666667]],5,adam,0.5,0.6457926581938814,3
jackknife_plus_ab,non_linear_multi,0.92,0.2248679899180038,0.366975898295182,187.5474348457186,3.755759716033936,1.0,300,normal,"(200, 1000)",[[0.88333333 0.98333333 0.9        0.83333333 1.        ]],5,adam,0.5,0.6330239549144293,3
jackknife_plus_ab,non_linear_multi,0.9033333333333332,0.7233855058782546,0.5344283112826534,579.8151602311874,4.284899950027466,0.0,300,normal,"(200, 1000)",[[0.95       0.91666667 0.8        0.86666667 0.98333333]],5,adam,0.5,0.4655716827792541,5
jackknife_plus_ab,non_linear_multi,0.92,0.6826974847596002,0.5606149467438908,606.3725183116487,4.37235426902771,0.2,300,normal,"(200, 1000)",[[0.93333333 1.         1.         0.91666667 0.75      ]],5,adam,0.5,0.4393848290100857,5
jackknife_plus_ab,non_linear_multi,0.92,0.6868838067009183,0.5579206265571793,599.4201521561367,4.09893536567688,0.5,300,normal,"(200, 1000)",[[0.93333333 1.         1.         0.95       0.71666667]],5,adam,0.5,0.4420791502745253,5
jackknife_plus_ab,non_linear_multi,0.91,0.5881636435443333,0.6214571898321765,702.9757811420161,4.295335292816162,1.0,300,normal,"(200, 1000)",[[0.93333333 0.88333333 1.         0.91666667 0.81666667]],5,adam,0.5,0.3785427480221016,5
jackknife_plus_ab,non_linear_multi,0.9066666666666666,1.4864550820274292,0.519421144330629,1399.7115634755294,5.48711085319519,0.0,300,normal,"(200, 1000)",[[0.9        0.91666667 0.85       0.95       0.91666667]],5,adam,0.5,0.4805788325839862,10
jackknife_plus_ab,non_linear_multi,0.9433333333333334,1.6343174150960822,0.4716156032530481,1169.5967592778024,5.899619102478027,0.2,300,normal,"(200, 1000)",[[0.91666667 0.9        0.98333333 0.95       0.96666667]],5,adam,0.5,0.5283835111568209,10
jackknife_plus_ab,non_linear_multi,0.9366666666666666,1.4988189165555157,0.5154231810072705,1309.0251292755024,5.540103435516357,0.5,300,normal,"(200, 1000)",[[0.95       0.93333333 0.96666667 0.9        0.93333333]],5,adam,0.5,0.4845761260344315,10
jackknife_plus_ab,non_linear_multi,0.9033333333333332,1.4034117082664952,0.5462695256853757,1468.0388367995504,5.375268697738648,1.0,300,normal,"(200, 1000)",[[1.         1.         0.98333333 0.95       0.58333333]],5,adam,0.5,0.4537304682449629,10
jackknife_plus_ab,linear_multi,0.9033333333333332,1.811912838962453,-3.914830342342346,17.321257694179724,8.891505002975464,0.0,300,normal,"(200, 1000)",999,5,adam,0.1,4.914830385840461,3
