strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
jackknife_plus_ab,linear_multi,0.898,0.3169835789459508,0.8978205895199551,4255.815145707936,110.77438950538637,0.5,500,normal,"(400, 2000)",[[0.91 0.92 0.88 0.9  0.88]],50,adam,1,0.1021794068887625,10,relu
cqr,linear_multi,0.902,0.6429753057566198,0.792737413685794,2355.89908319186,0.0718841552734375,0.5,500,normal,"(400, 2000)",[[0.93 0.89 0.88 0.9  0.91]],50,adam,1,0.2072625831432564,10,relu
split,poly_multi,0.902,0.1415920423685222,0.9429313411485724,4828.125138318995,4.010855197906494,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.0570686550797022,3,relu
split_resid_norm,poly_multi,0.92,0.3043623468705828,0.8773264429890407,4285.346999003775,4.041735649108887,0.5,500,normal,"(400, 2000)",[[0.7  0.92 0.98 1.   1.  ]],50,adam,1,0.1226732060803119,3,relu
jackknife_plus,poly_multi,0.93,0.1142641984323768,0.9539449704716216,4989.2779115695885,1147.7594277858734,0.5,500,normal,"(400, 2000)",[[0.8  0.92 0.95 0.98 1.  ]],500,adam,1,0.0460541709775185,3,relu
jackknife_plus_ab,poly_multi,0.902,0.0923585233172802,0.962774904804104,5093.487176711895,109.56896257400513,0.5,500,normal,"(400, 2000)",[[0.91 0.96 0.89 0.96 0.79]],50,adam,1,0.0372250913447962,3,relu
cqr,poly_multi,0.902,0.3224498779333536,0.8700366132925937,3477.722958125182,0.0575358867645263,0.5,500,normal,"(400, 2000)",[[0.76 0.9  0.91 0.97 0.97]],50,adam,1,0.1299633832272597,3,relu
split,poly_multi,0.876,1.2359033689657544,0.8385035693469113,9802.575997677031,4.016095399856567,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.1614959476748936,5,relu
split_resid_norm,poly_multi,0.97,3.7833906301165294,0.5056204776314775,4244.282030094835,4.131752014160156,0.5,500,normal,"(400, 2000)",[[0.89 0.96 1.   1.   1.  ]],50,adam,1,0.494377044822112,5,relu
jackknife_plus,poly_multi,0.928,1.2649171586775636,0.8347121553402616,9373.031273872204,1156.516943693161,0.5,500,normal,"(400, 2000)",[[0.97 0.99 0.99 0.92 0.77]],500,adam,1,0.1652871902451519,5,relu
